Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
1062 Kaweah Ave,93619,Jun-20,"490,000",4,3,"2,496",TRUE,0.34 a,6
2986 Indianapolis Ave,93611,Jun-20,"323,000",3,2.5,"1,872",TRUE,"4,717",15
11032 E Crown Rdg,93619,Jun-20,"540,000",5,3.5,"3,085",TRUE,0.42 a,17
1940 N Dartmouth Ave,93619,Jun-20,"489,500",4,3,"2,870",TRUE,"10,558",15
2231 Miami Ave,93611,Jun-20,"255,000",3,1.75,"1,495",TRUE,"7,344",42
2885 Richert Ave,93611,Jun-20,"480,000",3,2,"2,287",TRUE,0.26 a,17
3136 Browning Ave,93619,Jun-20,"330,000",3,2,"1,580",TRUE,"4,499",6
232 W Bedford Ave,93611,Jun-20,"285,000",3,2,"1,245",TRUE,"4,085",26
99 W Beverly Dr,93612,Jun-20,"688,000",12,9,"5,456",TRUE,0.31 a,32
2594 Scott Ave,93611,Jun-20,"405,000",4,2,"2,158",TRUE,"10,402",27
9144 E Herndon Ave,93619,Jun-20,"320,000",3,1,"1,096",TRUE,2.00 a,74
50 Woodworth Ave,93612,Jun-20,-1,3,1.75,"1,430",TRUE,0.26 a,68
2554 Calimyrna Ave,93611,Jun-20,-1,4,2.5,"1,821",TRUE,"7,597",24
848 Whitmore Ave,93619,Jun-20,"320,000",3,2,"1,369",TRUE,"4,500",9
2540 Serena Ave,93619,Jun-20,"572,500",5,3,"3,141",TRUE,"9,008",17
25878 White Thorne Rd,93619,Jun-20,"293,000",2,1,866,TRUE,5.00 a,90
3720 Parkstone Way,93619,Jun-20,"261,500",3,2.5,"1,212",TRUE,"2,090",2021
2554 Calimyrna Ave,93611,Jun-20,-1,4,2.5,"1,821",TRUE,"7,597",24
848 Whitmore Ave,93619,Jun-20,"320,000",3,2,"1,369",TRUE,"4,500",9
50 Woodworth Ave,93612,Jun-20,-1,3,1.75,"1,430",TRUE,0.26 a,68
27674 Twin Ponds Rd,93619,Jun-20,-1,3,2,"2,390",TRUE,2.08 a,41
4267 Salem Ln,93619,Jun-20,-1,4,4.5,"2,522",TRUE,"4,835",6
3922 Flint Ave,93619,Jun-20,-1,4,3,"2,378",TRUE,"6,751",4
3620 Judy Ave,93612,Jun-20,"255,000",3,2,"1,380",TRUE,"5,998",26
25878 White Thorne Rd,93619,Jun-20,"293,000",2,1,866,TRUE,5.00 a,90
1747 N Jasmine Ave,93619,Jun-20,"587,500",6,3,"3,806",TRUE,"8,258",18
1890 Lawrence Ave,93611,Jun-20,"305,000",3,2,"1,314",TRUE,"4,948",18
7544 E Shaw Ave,93619,Jun-20,"1,375,000",1,1,"1,270",FALSE,10.00 a,98
3568 Magnificent Way,93619,Jun-20,"270,000",3,2.5,"1,212",TRUE,"2,051",5
26348 Redhawk Ln,93619,Jun-20,"530,000",3,3,"2,412",TRUE,5.00 a,29
11626 E Bullard Ave,93619,Jun-20,"499,000",4,2,"1,930",TRUE,0.30 a,63
727 W Siena Ln,93619,Jun-20,"315,000",3,2.5,"1,979",TRUE,"3,036",18
3237 E International Ave,93619,Jun-20,-1,3,1.75,"2,125",TRUE,5.03 a,65
3530 Taylor Ln,93619,Jun-20,"341,000",4,3,"1,797",TRUE,-1,2021
10831 E Kingfisher Ct,93619,Jun-20,"610,000",4,3,"2,893",TRUE,"9,217",5
1895 N Whiteash Ave,93619,Jun-20,"510,000",4,3,"2,856",TRUE,"9,861",14
171 W Serena Ave,93619,Jun-20,"440,000",5,2,"2,261",TRUE,"8,476",17
1850 Serena Ave,93619,Jun-20,"503,000",5,3,"2,601",TRUE,"7,318",16
4103 Harlan Ranch Blvd,93619,Jun-20,"290,000",2,2.5,"1,300",TRUE,"2,482",10
958 McKelvy Ave,93611,Jun-20,"349,000",4,2,"1,900",TRUE,"7,579",31
641 W Norwich Ave,93612,Jun-20,"250,000",3,2,"1,100",TRUE,"6,969",51
1911 Minarets Ln,93611,Jun-20,"305,500",3,3,"1,390",TRUE,-1,0
481 W Santa Ana Ave #4,93612,Jun-20,"109,000",2,1,840,TRUE,801,49
481 W Santa Ana Ave #4,93612,Jun-20,"109,000",2,1,840,TRUE,801,49
268 W Fallbrook Ave,93611,Jun-20,"297,500",3,2,"1,413",TRUE,"4,486",29
3417 Greenfield Ave,93611,Jun-20,"438,000",5,3,"2,440",TRUE,"7,840",23
2479 Dennis Ave,93611,Jun-20,"352,500",3,2,"1,555",TRUE,"8,276",34
1627 Glen Kippen Ln,93619,Jun-20,"320,000",4,2.5,"1,616",TRUE,"3,354",15
2832 Morris Ave,93611,Jun-20,"435,000",4,2,"2,237",TRUE,"10,084",17
3800 Chessa Ln,93619,Jun-20,"322,500",3,2,"1,435",TRUE,"4,948",9
3140 Holland Ave,93619,Jun-20,"325,000",3,2,"1,379",TRUE,"4,382",8
55 W Brittany Ln,93619,Jun-20,"275,000",2,2,"1,271",TRUE,"3,036",17
3343 Monterosa Ln,93619,Jun-20,"300,000",3,2.5,"1,558",TRUE,"2,787",6
3306 San Gabriel Ave,93619,Jun-20,-1,5,3,"2,848",TRUE,"8,363",14
1561 Lincoln Ave,93611,Jun-20,"291,000",3,2,"1,520",TRUE,"7,000",44
2406 Sierra Ave,93611,Jun-20,"256,500",3,1.75,"1,857",TRUE,"7,623",26
59 W Holland Ave,93612,Jun-20,"180,000",3,1.75,"1,268",TRUE,"6,912",48
834 Fremont Ave,93612,Jun-20,"370,000",3,2,"1,952",TRUE,"7,810",27
4201 Serena Ln,93619,Jun-20,"260,000",2,2,"1,280",TRUE,"3,402",13
6195 N De Wolf Ave,93619,Jun-20,"610,000",5,3,"2,877",TRUE,2.03 a,42
847 Loyola Ave,93619,Jun-20,"460,000",3,2.25,"2,265",TRUE,"6,141",15
3419 El Dorado Ave,93619,Jun-20,"338,000",3,3,"1,900",TRUE,-1,2021
1309 Aristocracy Way,93619,Jun-20,"285,000",3,3,"1,413",TRUE,"2,178",5
3711 Serena Ave,93619,Jun-20,"450,000",4,3,"2,256",TRUE,"8,751",13
3231 Alps Ln,93619,Jun-20,"297,000",3,2.75,"1,753",TRUE,"3,149",7
626 N Helm Ave,93611,Jun-20,"340,000",4,2.5,"1,943",TRUE,"9,555",32
678 Prescott Ave,93619,Jun-20,"392,000",3,2,"1,868",TRUE,"6,565",14
1733 Glen Dunbar Ln,93619,Jun-20,"265,000",2,2,"1,271",TRUE,"3,219",15
2625 Robinwood Ave,93611,Jun-20,"340,000",3,2,"1,750",TRUE,"6,368",18
2625 Robinwood Ave,93611,Jun-20,"340,000",3,2,"1,750",TRUE,"6,368",18
1140 N Homsy Ave,93611,Jun-20,"436,000",3,2.5,"2,073",TRUE,"9,378",28
2139 Escalon Ave,93611,Jun-20,"406,000",3,2,"2,700",TRUE,"10,219",30
4173 Serena Ave,93619,Jun-20,"420,000",4,3,"2,065",TRUE,"7,405",11
1646 Shirley Ave,93611,Jun-20,"230,500",3,1.75,"1,453",TRUE,"7,405",47
919 W Pico Ave,93612,Jun-20,"267,500",3,2,"1,466",TRUE,"7,479",52
4562 N Quail Lake Dr,93619,Jun-20,"835,000",3,2.5,"2,800",TRUE,"1,250",19
2645 Holly Ave,93611,Jun-20,"570,000",5,3,"2,968",TRUE,0.30 a,20
2457 Redington Ave,93619,Jun-20,"390,000",3,2,"2,262",TRUE,"7,570",15
3143 Armstrong Ave,93611,Jun-20,"435,000",4,2.5,"2,337",TRUE,"10,846",1
3196 Kenosha Ave,93619,Jun-20,"784,000",5,4,"3,364",TRUE,0.37 a,4
3100 Holland Ave,93619,Jun-20,"320,500",3,2,"1,379",TRUE,"4,356",8
3361 Enterprise Ave,93619,Jun-20,"590,000",5,4,"3,331",TRUE,0.40 a,3
3523 Hampton Way,93619,Jun-20,"333,000",3,2,"1,504",TRUE,"4,356",6
2998 Claremont Ave,93611,Jun-20,"270,000",3,2,"1,400",TRUE,"7,888",40
486 W Alamos Ave #2,93612,Jun-20,-1,2,1,843,TRUE,435,49
468 W Alamos Ave #3,93612,Jun-20,-1,2,1,843,TRUE,435,49
3067 San Gabriel Ave,93619,Jun-20,"525,000",4,3,"3,410",TRUE,"9,204",15
1893 N Ryan Ave,93619,Jun-20,"560,000",4,3,"2,600",TRUE,"9,583",15
11050 E Mitchell Peak Way,93619,Jun-20,"506,000",5,3.5,"3,304",TRUE,0.28 a,14
453 W Alamos Ave #2,93612,Jun-20,-1,2,1,843,TRUE,435,49
27022 Twin Ponds Rd,93619,Jun-20,"320,000",3,2,"1,786",TRUE,2.00 a,40
453 W Alamos Ave #1,93612,Jun-20,-1,2,1,800,TRUE,784,49
424 W Santa Ana Ave,93612,Jun-20,-1,3,2,"1,288",TRUE,"6,011",55
451 W Santa Ana Ave #2,93612,Jun-20,-1,2,1,843,TRUE,653,49
431 W Santa Ana Ave #1,93612,Jun-20,-1,2,1,810,TRUE,779,49
1668 Holland Ave,93611,Jun-20,"230,000",3,1.75,"1,028",TRUE,"7,840",36
2519 La Canada Ave,93619,Jun-20,"430,000",3,2,"2,148",TRUE,"6,573",4
25362 White Thorne Rd,93619,Jun-20,"419,000",4,3,"2,354",TRUE,5.07 a,18
7451 N Traverse Ave,93619,Jun-20,"1,665,000",5,3,"4,307",TRUE,1.90 a,14
610 W Casanova Ln,93619,Jun-20,"272,000",3,2,"1,271",TRUE,"2,813",15
3272 Bellaire Ave,93619,Jun-20,"359,000",4,3,"1,779",TRUE,"9,768",10
176 W Santa Ana Ave,93612,Jun-20,"200,000",3,1.75,"1,148",TRUE,"6,751",39
435 W Trenton Ave,93619,Jun-20,"489,000",3,2,"1,833",TRUE,"7,052",10
3556 Cordova Ave,93619,Jun-20,"378,500",3,3,"2,013",TRUE,"4,499",2
501 Burl Ave,93611,Jun-20,"450,000",4,3,"3,138",TRUE,"7,590",27
1620 N Locan Ave,93619,Jun-20,"1,050,000",14,1,-1,TRUE,5.00 a,43
3475 Las Rosas Ave,93619,Jun-20,"445,000",4,3.5,"2,658",TRUE,"6,272",1
2247 Donner Ave,93611,Jun-20,"425,000",3,3,"2,324",TRUE,"6,838",3
83 W Bedford Ave,93611,Jun-20,"490,000",4,2,"2,251",TRUE,"7,840",18
3156 Browning Ave,93619,Jun-20,"392,000",5,3,"2,635",TRUE,-1,2021
2101 Polson Ave,93611,Jun-20,"313,000",3,1.75,"1,578",TRUE,"5,998",31
1687 Bedford Ave,93611,Jun-20,"380,000",4,2,"1,851",TRUE,-1,2021
1417 Birch Ave,93611,Jun-20,"302,000",3,2.25,"1,337",TRUE,"7,840",28
6334 N De Wolf Ave,93619,Jun-20,"1,050,000",4,4.5,"3,900",TRUE,2.01 a,15
340 W Serena Ave,93619,Jun-20,"424,500",4,2,"1,921",TRUE,"8,999",17
3433 Descanso Ave,93619,Jun-20,"335,000",4,2.5,"1,945",TRUE,"2,874",2
1937 Oak Ln,93611,Jun-20,"308,500",3,2.5,"1,648",TRUE,"1,785",2021
1171 Greenfield Ave,93611,Jun-20,"399,000",4,2.75,"2,192",TRUE,"7,840",18
1687 Bedford Ave,93611,Jun-20,"380,000",4,2,"1,851",TRUE,-1,2021
6334 N De Wolf Ave,93619,Jun-20,"1,050,000",4,4.5,"3,900",TRUE,2.01 a,15
2657 Santa Ana Ave,93611,Jun-20,"250,000",3,2,"1,323",TRUE,"5,575",17
1417 Birch Ave,93611,Jun-20,"302,000",3,2.25,"1,337",TRUE,"7,840",28
579 W Sample Ave,93612,Jun-20,-1,4,3,"2,386",TRUE,"9,504",34
2386 Moody Ave,93619,Jun-20,-1,4,3,"2,912",TRUE,"6,054",19
885 Robinson Ave,93612,Jun-20,"273,000",3,2,"1,380",TRUE,"5,000",26
4230 Rall Ave,93619,Jun-20,"405,500",4,2,"2,810",TRUE,"6,011",2021
1627 Bedford Ave,93611,Jun-20,"430,000",3,2,"2,030",TRUE,0.33 a,27
3072 Maine Ave,93619,Jun-20,"310,000",3,2,"1,388",TRUE,-1,2021
3481 Alcove Way,93619,Jun-20,"290,000",3,2,"1,332",TRUE,"2,800",7
3309 Beverly Ave,93619,Jun-20,"407,000",3,2,"2,119",TRUE,"7,701",11
1972 Keats Ave,93611,Jun-20,"270,000",3,2,"1,453",TRUE,"6,869",46
3380 Alamos Ave,93619,Jun-20,"435,000",4,3,"2,491",TRUE,"8,398",14
1132 N Armstrong Ave,93611,Jun-20,"425,000",3,2,"1,620",TRUE,2.29 a,48
2381 Sample Ave,93611,Jun-20,"318,000",4,1.75,"1,444",TRUE,"8,929",33
1736 Finchwood Ave,93611,Jun-20,"270,000",3,2,"1,541",TRUE,"8,000",43
4233 Chessa Ln,93619,Jun-20,"335,000",3,2,"1,622",TRUE,"5,702",5
3118 Wrenwood Ave,93619,Jun-20,"340,000",3,2,"1,580",TRUE,"4,499",7
833 Applegate Ave,93611,Jun-20,"324,000",3,2,"1,470",TRUE,"6,777",24
2572 Mesa Ave,93611,Jun-20,"355,000",3,2,"1,698",TRUE,"7,588",28
2089 Boccioni Ln,93611,Jun-20,"194,000",2,2,"1,140",TRUE,"1,306",11
8620 E Nees Ave,93619,Jun-20,"600,000",3,3.5,"3,268",TRUE,2.28 a,28
1736 Finchwood Ave,93611,Jun-20,"270,000",3,2,"1,541",TRUE,"8,000",43
2381 Sample Ave,93611,Jun-20,"318,000",4,1.75,"1,444",TRUE,"8,929",33
2537 Dovewood Ave,93611,Jun-20,"325,000",3,2,"1,612",TRUE,"7,562",26
824 Burl Ave,93611,Jun-20,"330,000",3,1.75,"2,206",TRUE,"9,378",31
2932 Maine Ave,93619,Jun-20,"405,000",3,2,"2,516",TRUE,"8,712",14
2320 Serena Ave,93619,Jun-20,"375,000",3,2,"1,861",TRUE,"6,076",18
477 W Kenosha Ave,93619,Jun-20,"624,500",5,3,"3,075",TRUE,0.33 a,22
2605 Robinwood Ave,93611,Jun-20,"460,000",5,3,"2,887",TRUE,0.32 a,20
1821 N Twinberry Ave,93619,Jun-20,"395,000",3,2,"1,995",TRUE,"7,501",15
3256 Blackwood Ave,93619,Jun-20,"327,000",3,1.75,"1,533",TRUE,"7,884",11
80 W Bedford Ave,93611,Jun-20,"498,000",4,2,"2,251",TRUE,"7,980",18
2232 Cromwell Ave,93611,Jun-20,"441,000",4,2.25,"1,988",TRUE,0.27 a,24
10710 E Wrenwood Ln,93619,Jun-20,"865,000",7,4,"3,840",TRUE,7.55 a,32
2072 Decatur Ave,93611,Jun-20,"362,500",3,2,"2,008",TRUE,"8,280",27
3234 Sierra Madre Ave,93619,Jun-20,"395,000",3,1,-1,TRUE,"8,276",12
2970 Terry Ave,93612,Jun-20,-1,3,1.75,"1,353",TRUE,"7,993",37
2874 Anton Ave,93611,Jun-20,"325,000",3,3,"1,872",TRUE,"4,804",16
280 Jordan Ave,93611,Jun-20,"615,000",4,1,-1,TRUE,0.28 a,14
3333 Whiteash Ave,93619,Jun-20,"440,000",5,3,"2,440",TRUE,"9,365",10
2935 Indianapolis Ave,93611,Jun-20,"315,000",3,3,"1,890",TRUE,"4,791",15
405 Scott Ave,93612,Jun-20,"250,000",3,1.75,"1,223",TRUE,"8,751",65
1485 Purvis Ave,93611,Jun-20,"330,000",3,1.75,"1,794",TRUE,"9,382",34
2855 Prescott Ave,93619,Jun-20,-1,6,4,"3,400",TRUE,0.27 a,15
995 W Euclid Ave,93612,un-20,"265,000",3,2,"1,404",TRUE,"7,187",49
3123 Maine Ave,93619,un-20,"330,000",4,3,"1,879",TRUE,"3,920",9
2082 Blackwood Ave,93619,un-20,"417,500",3,3,"2,456",TRUE,"8,400",13
4207 Sierra Madre Ave,93619,un-20,"438,000",4,3,"2,536",TRUE,"7,784",1
5706 Amber Ave,93619,un-20,"685,000",4,2.5,"2,131",TRUE,5.49 a,46
1227 1st St,93612,un-20,"280,000",3,1,-1,TRUE,"7,840",23
45 McKelvy Ave,93611,un-20,"300,000",3,2,"1,620",TRUE,"8,520",31
995 W Euclid Ave,93612,un-20,"265,000",3,2,"1,404",TRUE,"7,187",49
8733 N Sunnyside Ave,93619,un-20,-1,5,5,"4,029",TRUE,2.53 a,40
137 Minarets Ave,93611,un-20,"345,000",3,2,"1,767",TRUE,"8,738",23
3786 Heritage Ln,93619,un-20,"282,000",2,2,"1,197",TRUE,"3,223",11
3059 Terry Ave,93612,un-20,"241,000",4,2,"1,391",TRUE,"8,001",47
2863 Hornet Ave,93611,un-20,"475,000",4,3,"2,573",TRUE,0.26 a,15
1354 Fremont Ave,93612,un-20,"297,500",3,2,"1,515",TRUE,"5,998",32
3467 Mecca Ave,93619,un-20,"332,500",3,2.5,"1,833",TRUE,"4,299",6
5602 N McCall Ave,93619,un-20,"455,000",4,2,"1,761",TRUE,1.99 a,48
2315 Fairmont Ave,93611,un-20,"310,000",3,2,"1,520",TRUE,"9,060",23
2887 Beverly Ave,93611,un-20,"298,000",4,2,"1,349",TRUE,"6,499",26
2282 Renn Ave,93611,un-20,"242,000",3,2,"1,501",TRUE,"7,000",42
9614 E Ellery Ave,93619,un-20,"580,000",4,3,"2,743",TRUE,2.32 a,40
2239 Sunnyside Ave,93611,un-20,"310,000",3,2,"1,628",TRUE,"7,405",42
732 Hanson Ave,93611,un-20,"320,000",3,2,"1,470",TRUE,"5,998",21
3239 Rialto Ave,93619,un-20,"371,000",3,2,"1,872",TRUE,"8,276",15
3432 Flint Ave,93619,un-20,"390,000",4,3,"2,376",TRUE,"4,499",5
8766 E Herndon Ave,93619,un-20,"555,000",4,3.5,"3,306",TRUE,4.86 a,38
2712 Goshen Ave,93611,un-20,-1,4,2,"2,290",TRUE,"6,600",16
1716 Pico Ave,93611,un-20,"295,000",3,2,"1,271",TRUE,"6,969",43
2721 Serena Ave,93619,un-20,"530,000",3,2.5,"2,642",TRUE,0.29 a,16
1942 Everglade Ave,93619,un-20,"475,000",4,3,"2,856",TRUE,"8,102",17
3886 Bellaire Ave,93619,un-20,"322,000",3,2,"1,440",TRUE,"5,458",4
1716 Pico Ave,93611,un-20,"295,000",3,2,"1,271",TRUE,"6,969",43
3032 Burl Ave,93611,un-20,"397,000",4,3,"2,306",TRUE,0.27 a,31
167 N Carolina Ave,93611,un-20,"348,000",4,2,"1,735",TRUE,"8,681",30
861 N Harvard Ave,93611,un-20,"380,000",3,2,"1,868",TRUE,"8,890",22
1652 Harvard Ave,93612,un-20,"235,000",3,2,"1,274",TRUE,"6,534",56
1924 Oak Ln,93611,un-20,"313,000",3,3,"1,679",TRUE,"2,047",0
55 Serena Ave,93619,un-20,"450,000",5,2,"2,261",TRUE,"8,625",14
11186 E Bullard Ave,93619,un-20,"660,000",4,2.5,"2,567",TRUE,5.01 a,42
1745 4th St,93611,un-20,"233,000",3,2,"1,008",TRUE,"9,900",85
627 W Dennis Dr,93612,un-20,-1,3,2,"1,279",TRUE,"6,534",60
3351 Finchwood Ave,93619,un-20,"440,000",4,2,"2,266",TRUE,"8,624",8
2532 San Marino Ave,93619,un-20,"390,000",4,2,"2,000",TRUE,"7,405",3
2426 Jasmine Ave,93611,un-20,-1,5,4,"2,954",TRUE,0.35 a,15
290 W Loyola Ave,93619,un-20,"440,000",4,2,"1,921",TRUE,"8,712",18
1668 Donner Ave,93611,un-20,"270,000",4,2,"1,528",TRUE,"7,405",35
89 W Powers Ave,93619,un-20,"410,000",3,3,"2,031",TRUE,"6,359",16
1823 N Graybark Ave,93619,un-20,"469,500",5,3,"2,601",TRUE,"10,087",15
5173 Dockery Ave,93619,un-20,"430,000",3,2,"1,683",TRUE,2.00 a,37
2497 Hanson Ave,93611,un-20,"385,000",4,3,"2,489",TRUE,"7,405",19
2778 Hanson Ave,93611,un-20,"445,000",4,3,"2,315",TRUE,0.27 a,21
465 W Sierra Ave,93612,un-20,"312,500",5,3,"2,812",TRUE,0.43 a,41
820 Burgan Ave,93611,un-20,"395,000",4,3,"2,650",TRUE,0.40 a,32
173 N Gayle Ave,93611,un-20,"310,000",3,2.5,"1,872",TRUE,"4,861",18
3902 Sussex Ave,93737,May-20,"465,000",4,3,"2,379",TRUE,"6,281",1
3997 Lincoln Ave,93619,May-20,"498,500",5,3,-1,TRUE,"8,494",0
2748 Ashcroft Ave,93611,May-20,"450,000",4,3,"3,200",TRUE,"9,526",16
1906 Decatur Ave,93611,May-20,"412,000",4,3,"2,378",TRUE,"9,539",16
3902 Sussex Ave,93619,May-20,"465,000",4,3,"2,379",TRUE,"6,281",1
1883 N Douglas Ave,93619,May-20,"499,000",5,4,"3,400",TRUE,"8,123",17
26159 Sales Creek Rd,93619,May-20,"260,000",3,1.75,"1,772",TRUE,5.03 a,26
2922 McKelvy Ave,93611,May-20,"470,000",4,3,"2,450",TRUE,0.33 a,27
1522 Burgan Ave,93611,May-20,"175,000",3,1.75,"1,795",TRUE,"9,888",42
3902 Sussex Ave,93737,May-20,"465,000",4,3,"2,379",TRUE,"6,281",1
2026 Bedford Ave,93611,May-20,"360,000",3,2,"1,657",TRUE,"8,372",25
1366 N Cindy Ave,93619,May-20,"630,000",4,3.5,"3,433",TRUE,"10,624",22
22435 Goldrush Ln,93619,May-20,"405,000",3,3,"2,455",TRUE,5.00 a,43
614 W Ellery Ave,93612,May-20,"425,000",4,2.5,"2,424",TRUE,"9,626",30
1718 N Whitmore Ave,93619,May-20,"558,900",5,4,"3,243",TRUE,"7,200",0
1822 Gettysburg Ave,93611,May-20,"265,000",3,2,"1,431",TRUE,"3,872",28
2544 Twain Ave,93611,May-20,"367,000",3,2,"1,839",TRUE,-1,2021
888 Toulouse Ln,93619,May-20,"305,000",3,3,"1,699",TRUE,"4,499",14
3993 Serena Ave,93619,May-20,"575,000",5,6,"2,681",TRUE,-1,2021
3458 Sussex Ave,93619,May-20,"303,000",3,2,"1,308",TRUE,"4,791",5
3458 Sussex Ave,93619,May-20,"303,000",3,2,"1,308",TRUE,"4,791",5
2073 Cromwell Ave,93611,May-20,"379,500",3,2,"2,008",TRUE,"8,206",27
2438 Dennis Ave,93611,May-20,-1,3,1.5,"1,500",TRUE,"7,579",34
464 W Indio Ln,93619,May-20,-1,2,2.25,"2,654",TRUE,"9,408",2
700 Pistachio Ave,93611,May-20,"312,000",3,2,"1,385",TRUE,"9,583",25
1852 N Nadine Ave,93619,May-20,"398,000",3,2,"1,995",TRUE,"7,980",14
1435 Fordham Ave,93611,May-20,"265,000",3,2,"1,453",TRUE,"6,198",45
2482 Stuart Ave,93611,May-20,"328,000",3,2,"1,560",TRUE,"7,435",30
2313 Purvis Ave,93611,May-20,"305,000",3,2,"1,470",TRUE,"7,562",34
2576 Purvis Ave,93611,May-20,"350,000",4,2.5,"2,034",TRUE,"8,276",30
1525 Renn Ave,93611,May-20,"306,000",3,2,"1,453",TRUE,"10,084",44
779 W Scandia Ln,93619,May-20,"320,000",3,3,"1,828",TRUE,"3,049",17
3046 Browning Ave,93619,May-20,"325,500",3,2,"1,580",TRUE,"4,500",9
24933 Auberry Rd,93619,May-20,"428,000",3,2,"2,184",TRUE,4.16 a,40
845 Woodworth Ave,93612,May-20,-1,3,1,"1,188",TRUE,"8,058",70
3425 Megan Ave,93611,May-20,-1,4,3,"1,944",TRUE,"7,434",23
632 Dewitt Ave,93612,May-20,-1,2,1,801,TRUE,"6,969",107
3008 Bullard Ave,93619,May-20,"540,000",4,3,"2,128",TRUE,0.48 a,51
3465 Las Rosas Ave,93619,May-20,"417,500",4,3.5,"2,180",TRUE,"6,272",1
2200 Hanson Ave,93611,May-20,"282,000",3,2,"1,323",TRUE,"6,098",20
1732 Dennis Ave,93611,May-20,"289,000",4,2,"1,522",TRUE,"6,865",45
455 W Lester Ave,93619,May-20,"480,000",4,3,"2,290",TRUE,"8,450",13
1712 N Broadbent Ln,93619,May-20,"440,000",4,2.75,"2,499",TRUE,"6,969",7
3901 Harlan Ranch Blvd,93619,May-20,"297,500",3,2.75,"1,372",TRUE,"2,482",12
2908 E El Paso Ave,93720,May-20,"366,000",4,2,"1,853",TRUE,-1,2021
4857 E Richmond Ave,93619,May-20,"685,000",3,2.75,"2,755",TRUE,2.28 a,29
2591 Paul Ave,93611,May-20,"296,000",4,2,"1,735",TRUE,"8,999",32
2591 Paul Ave,93611,May-20,"296,000",4,2,"1,735",TRUE,"8,999",32
3047 Cindy Ave,93612,May-20,"260,000",4,2,"1,391",TRUE,"6,764",47
45 N Caesar Ave,93612,May-20,"397,500",4,2,"2,175",TRUE,0.31 a,27
2886 Bush Ave,93612,May-20,"256,000",3,2,"1,268",TRUE,"6,616",48
3163 Burgan Ave,93611,May-20,"360,000",4,2.5,"2,674",TRUE,"8,542",16
3952 Heritage Ave,93619,May-20,"287,000",3,2,"1,270",TRUE,-1,2021
2725 Keats Ave,93611,May-20,"450,000",5,3,"3,076",TRUE,"8,049",15
7532 N Locan Ave,93619,May-20,"400,000",5,2,"1,288",TRUE,1.95 a,62
320 Osmun Ave,93612,May-20,"212,000",3,1,990,TRUE,"7,949",75
1764 5th St,93611,May-20,"220,000",2,1,"1,000",TRUE,"6,899",36
1960 N Hanson Ave,93619,May-20,"595,000",3,3,"2,725",TRUE,0.36 a,5
1780 N Hornet Ave,93619,May-20,"527,000",4,3,"2,550",TRUE,"7,185",1
837 Maine Ave,93619,May-20,"320,000",3,2,"1,580",TRUE,"4,500",7
3247 Greenfield Ave,93611,May-20,"345,000",4,2,"1,954",TRUE,"7,840",23
4704 N Waterside Dr,93619,May-20,"475,000",3,2,"1,791",TRUE,"10,010",18
985 Sanders Ave,93619,May-20,"421,000",4,4,"2,400",TRUE,"4,950",0
4051 Harlan Ranch Blvd,93619,May-20,"289,500",2,2,"1,300",TRUE,"2,482",11
3273 Ryan Ave,93611,May-20,"389,500",4,3.5,"2,510",TRUE,"8,190",17
1651 Cromwell Ave,93611,May-20,"520,500",5,3,"3,300",TRUE,"9,600",26
1390 Filbert Ave,93611,May-20,"317,000",3,1.75,"1,528",TRUE,"10,497",33
857 Los Altos Ave,93612,May-20,"299,000",4,3,"2,059",TRUE,"7,518",41
28722 Pittman Hill Rd,93619,May-20,"250,000",2,1,"1,109",TRUE,4.94 a,35
273 Cherry Ln,93612,May-20,"349,000",4,2.75,"1,960",TRUE,"7,318",66
732 Filbert Ave,93611,May-20,"390,000",4,3,"2,287",TRUE,"7,740",28
493 W Bedford Ave,93611,May-20,"485,000",4,3,"2,604",TRUE,"10,410",28
3476 Del Monte Ave,93619,May-20,"336,000",4,2.75,"1,945",TRUE,"3,262",2
3844 Hampton Way,93619,May-20,"337,000",4,2.5,"1,945",TRUE,-1,2021
292 Peach Ave,93612,May-20,"342,000",3,1.75,"1,502",TRUE,2.75 a,64
1889 N Carson Ave,93619,May-20,"510,000",4,3,"2,600",TRUE,-1,2021
2796 Keats Ave,93611,May-20,"45,000",6,3,"3,588",TRUE,"8,015",16
3308 Purdue Ave,93611,May-20,"270,000",3,2,"1,290",TRUE,"7,840",42
1666 Glen Kippen Ln,93619,May-20,"285,500",2,2,"1,256",TRUE,"3,219",15
1430 Minnewawa Ave,93612,May-20,"202,000",2,2,"1,008",TRUE,"5,902",78
906 Renn Ave,93611,May-20,"585,600",3,2,"1,837",TRUE,"10,750",43
952 W Pico Ave,93612,May-20,"244,000",3,2,"1,466",TRUE,"6,398",52
3746 Agua Dulce Ave,93619,May-20,"338,000",3,3,"1,784",TRUE,"4,835",2
3455 Las Rosas Ave,93619,May-20,"392,500",3,2.5,"1,846",TRUE,"5,183",1
2252 Jordan Ave,93611,May-20,"440,000",3,3,"2,066",TRUE,"7,405",14
10699 E Landmark Way,93619,May-20,"635,000",5,4,"4,083",TRUE,0.26 a,14
3312 Whiteash Ave,93619,May-20,"462,000",5,3,"2,440",TRUE,"8,241",10
55 W Wyndover Ave,93611,May-20,"617,000",4,3.75,"2,869",TRUE,"10,493",15
